Urdu,RomanUrdu
جلوس اہل وفا کس کے در پہ پہنچا ہے,julooseahlevafaa kis ke dar pe pahunchaa hai
چلتی نہیں ہے سانس حیات و ممات کی,chaltee naheen hai saans hayaatomamaat kee
افاق کی منزل سے گیا کون سلامت,aafaaq kee manzil se gayaa kaun salaamat
جنوں کے سخت مراحل بہی تیری یاد کے ساتہ,junoon ke sakht maraahil bhee teree yaad ke saath
کہ میرے ساتہ ہی مرتی ہے تیرے ہجر کی شام,ki mere saath hee martee hai tere hijr kee shaam
اسی امید پر ہم طالبان درد جیتے ہیں,isee ummeed par ham taalibaanedard jiite hain
کتنی انڈیلیں انکہیں پہ بجہتا نہیں دہواں,kitnee undeleen aankhen pa bujhtaa naheen dhuaan
میری گہٹی میں پڑی تہی ہو کے حل اردو زباں,meree ghuttee men padee thee ho ke hal urdu zabaan
فلسفی کو بحث کے اندر خدا ملتا نہیں,falsafee ko bahs ke andar khudaa miltaa naheen
جا تماشا دیکہ اس رخسار کا,jaa tamaashaa dekh us rukhsaar kaa
دی شب وصل موذن نے اذاں پچہلی رات,dee shabevasl moazzin ne azaan pichhlee raat
جس طرح سوکہے ہویے پہول کتابوں میں ملیں,jis tarah sookhe hue phuul kitaabon men milen
چاند اکیلا ہے تو سب کا لگتا ہے,chaand akelaa hai to sab kaa lagtaa hai
اشکوں کے تبسم میں اہوں کے ترنم میں,ashkon ke tabassum men aahon ke tarannum men
یہ سارا شہر مرا میزباں نہیں ہوتا,ye saaraa shahr miraa mezbaan naheen hotaa
جیسے مرے ہونٹوں پہ مرے دل کی صدا ہے,jaise mire honton pe mire dil kee sadaa hai
سب انکہیں دم توڑ چکی تہیں اور میں تنہا زندہ تہا,sab aankhen dam tod chukee thiin aur main tanhaa zinda thaa
شامت زدہ نے کیا کیا ایسا خلاف زلف,shaamatzada ne kyaa kiyaa aisaa khilaafezulf
وفا کر کے بہی ہم تو شرما رہے ہیں,vafaa kar ke bhee ham to sharmaa rahe hain
اج دامن وسیع ہے اس کا,aaj daaman vaseea hai is kaa
یہ بہی اک تلخ حقیقت کے سوا کچہ بہی نہیں,ye bhee ik talkh haqeeqat ke sivaa kuchh bhee naheen
خدا سے کیا ستم و جور ناخدا کہیے,khudaa se kyaa sitamojaurenaakhudaa kahiye
دوست کی دوست مان لیتے ہیں,dost kee dost maan lete hain
ترے خیال کا خورشید شامیانہ ہوا,tire khayaal kaa khursheed shaamiyaana huaa
کہ شاہیں کے لیے ذلت ہے کار اشیاں بندی,ki shaaheen ke liye zillat hai kaareaashiyaanbandee
ہر نفس ایینۂ دل سے یہ اتی ہے صدا,har nafas aaeenaedil se ye aatee hai sadaa
وہ شکل پگہلی تو ہر شے میں ڈہل گیی جیسے,vo shakl pighlee to har shai men dhal gaee jaise
چلو جالبؔ انہیں چل کر منا لیں,chalo jaalib unhen chal kar manaa len
واں کرم کو عذر بارش تہا عناں گیر خرام,vaan karam ko uzrebaarish thaa inaangeerekhiraam
فراغت گاہ اغوش وداع دل پسند ایا,faraa hat gaah aa hosh vidaaa dil pasand aayaa
اب وہ جلوے بہی نہیں عشق کے کاشانوں میں,ab vo jalve bhee naheen ishq ke kaashaanon men
تا صبح ہے بہ منزل مقصد رسیدنی,taasubh hai bamanzilemaqsad raseedanee
شعر کی باتیں ختم ہوییں اس عالم میں,sher kee baaten khatm huiin is aalam men
اج بہی صید گہ عشق میں حسن سفاک,aaj bhee saidgaheishq men husanesaffaak
کون غارت گر شراب ہوا,kaun haaratgaresharaab huaa
چشم خاموش کی بابت مجہے معلوم نہ تہا,chashmekhaamosh kee baabat mujhe maaloom na thaa
کہ لعل ناب میں اتش تو ہے شرارہ نہیں,ki laalenaab men aatish to hai sharaara naheen
کہے تہے مردم شرابی ان کوں نکل گییں اپنی دے غلطیاں,kahe the mardum sharaabee un kuun nikal gaiin apnee de halatiyaan
یا میں غریب کشور گفت و شنود تہا,yaa main hareebekishvareguftoshunood thaa
کار جہاں دراز ہے اب مرا انتظار کر,kaarejahaan daraaz hai ab miraa intizaar kar
خطرہ بسیار دانی کی قسم,khatraaebisyaardaanee kee qasam
دود کچہ اشیاں سے اٹہتا ہے,duud kuchh aashiyaan se uthtaa hai
اس نے دیکہا ہی نہیں ورنہ یہ انکہ,us ne dekhaa hee naheen varna ye aankh
فرق ان میں کویی اتنا زیادہ تو نہیں تہا,farq in men koee itnaa ziyaada to naheen thaa
کیونکہ ہم دنیا میں ایے کچہ سبب کہلتا نہیں,kyoonki ham duniyaa men aae kuchh sabab khultaa naheen
وہ مسیحا نفس نہیں جس کا,vo maseehaanafas naheen jis kaa
چاند کو چلنا تہا بہتی سیپیوں کے ساتہ ساتہ,chaand ko chalnaa thaa bahtee seepiyon ke saath saath
لب تک اتا ہے جو ایسا ہی رسا ہوتا ہے,lab tak aataa hai jo aisaa hee rasaa hotaa hai
کیوں خوار ہیں مردان صفا کیش و ہنر مند,kyuun khvaar hain mardaanesafaakesh o hunarmand
جس کی تقدیر بگڑ جایے وہ کرتا کیا ہے,jis kee taqdeer bigad jaae vo kartaa kyaa hai
جہاں کی فطرت بیگانہ میں جو کیف غم بہر دیں,jahaan kee fitratebegaana men jo kaife ham bhar den
دیا ہے ہم کو خدا نے وہ دل کی شاد نہیں,diyaa hai ham ko khudaa ne vo dil kee shaad naheen
وہ مجہ کو ٹوٹ کے چاہے گا چہوڑ جایے گا,vo mujh ko tuut ke chaahegaa chhod jaaegaa
چلو باد بہاری جا رہی ہے,chalo baadebahaaree jaa rahee hai
ارماں ہے کویی پہول ہمیں دل سے پکارے,armaan hai koee phuul hamen dil se pukaare
موت یہ تیرا ستم بہولنے والا ہے کہیں,maut ye teraa sitam bhoolne vaalaa hai kaheen
یہ ہے تو سب کے لیے ہو یہ ضد ہماری ہے,ye hai to sab ke liye ho ye zid hamaaree hai
خدا سے جو نہیں ڈرتا اسے بندہ کا ڈر کیا ہو,khudaa se jo naheen dartaa use bande kaa dar kyaa ho
زندگی تیری عطا تہی سو ترے نام کی ہے,zindagee teree ataa thee so tire naam kee hai
دوسری ہار کی ہوس ہے سو ہم,doosree haar kee havas hai so ham
ارزو ہے وفا کرے کویی,aarzoo hai vafaa kare koee
چپ چاپ اپنی اگ میں جلتے رہو فرازؔ,chupchaap apnee aag men jalte raho faraaz
کہ دل سے بے قراری جا رہی ہے,ki dil se beqaraaree jaa rahee hai
ملتا ہے اس گلی میں کسے پیار مصحفیؔ,miltaa hai us galee men kise pyaar mushafee
عمر کا تنگ نہ پیمانہ بنایا ہوتا,umr kaa tang na paimaana banaayaa hotaa
ملبوس دل کو تن کا لبادہ نہیں کیا,malboosedil ko tan kaa labaada naheen kiyaa
ملاقاتی ترا گویا بہری محفل سے ملتا ہے,mulaaqaatee tiraa goyaa bharee mahfil se miltaa hai
کہ ہم برسوں رہے ہیں در بہ در کیوں,ki ham barson rahe hain darbadar kyuun
یہ ہنسی مجہ سے ہنسا کرتے ہیں,ye hansee mujh se hansaa karte hain
تری فرقت کے دن لاوں کہاں سے,tiree furqat ke din laaoon kahaan se
اپ ملتے نہیں ہیں کیا کیجے,aap milte naheen hain kyaa kiije
امید واروں میں کل موت بہی نظر ایی,umeedvaaron men kal maut bhee nazar aaee
تپش ایینہ پرواز تمنا لایی,tapisheaaeena parvaazetamannaa laaee
شہید شاہد گل گوں قبا ہوں,shaheedeshaahidegulgoonqabaa huun
مگر یہ روز گیی بات چہیڑ دیتی ہے,magar ye roz gaee baat chhed detee hai
ہوں اگر شہروں سے بن پیارے تو شہر اچہے کہ بن,hon agar shahron se ban pyaare to shahr achchhe ki ban
ناچ سکو تو ناچو جب تہک جاو تو ارام کرو,naach sako to naacho jab thak jaao to aaraam karo
پہر فرشتے حرص ادم کیا کریں,phir farishte hirseaadam kyaa karen
نالہ ہے بلبل شوریدہ ترا خام ابہی,naala hai bulbuleshoreeda tiraa khaam abhee
اسی رستے پہ جاتی ہے نظر کیوں,usee raste pe jaatee hai nazar kyuun
بوجہے جانے کا میں ہر روز تماشا دیکہوں,boojhe jaane kaa main har roz tamaashaa dekhoon
اخری بار اسے دیکہ نہ پایے جالبؔ,aakhiree baar use dekh na paae jaalib
بات سننا نہ کسی چاہنے والے کی کبہی,baat sunnaa na kisee chaahne vaale kee kabhee
کچہ ایسا ہو کے ترا اعتبار ا نہ سکے,kuchh aisaa ho ke tiraa eatibaar aa na sake
ہم نے بارہا ڈہونڈا تم نے بارہا پایا,ham ne baarhaa dhoondaa tum ne baarhaa paayaa
تیری انکہوں کا بہی کچہ ہلکا گلابی رنگ تہا,teree aankhon kaa bhee kuchh halkaa gulaabee rang thaa
غفلت کفیل عمر و اسدؔ ضامن نشاط,haflat kafeeleumr o asad zaaminenashaat
چشم خوباں خامشی میں بہی نوا پرداز ہے,chashmekhoobaan khaamushee men bhee navaapardaaz hai
انکہوں میں جو بہر لو گے تو کانٹوں سے چبہیں گے,aankhon men jo bhar loge to kaanton se chubhenge
اسی نے مجہ پہ اٹہایے ہیں سنگ جس کے لیے,usee ne mujh pe uthaae hain sang jis ke liye
یہ ہوا مال حباب کا جو ہوا میں بہر کے ابہر گیا,ye huaa maaal hubaab kaa jo havaa men bhar ke ubhar gayaa
لذت ریش جگر غرق نمکداں ہونا,lazzatereeshejigar harqenamakdaan honaa
ادم کو سکہاتا ہے اداب خداوندی,aadam ko sikhaataa hai aadaabekhudaavandee
زلف تیری قرار کہوتی ہے,zulf teree qaraar khotee hai
بے طرح خود سے ڈر گیا ہوں میں,betarah khud se dar gayaa huun main
لاکہ اوارہ سہی شہروں کے فٹ پاتہوں پہ ہم,laakh aavaara sahee shahron ke futpaathon pe ham
زبان شمع سحر پہ حسرت کی رہ گیی داستان باقی,zabaaneshamaesahar pe hasrat kee rah gaee daastaan baaqee
کہ سانپ زہر چہڑکتا رہا چنبیلی پر,ki saanp zahar chhidaktaa rahaa chamelee par
کیوں نت راتو کو سپنوں میں اتے ہو من جاتے ہو,kyuun nit raato ko sapnon men aate ho man jaate ho
کچہ اس ادا سے اج وہ پہلو نشیں رہے,kuchh is adaa se aaj vo pahloonasheen rahe
کیا جایے ہے جس جایے نہ کچہ دم زدنی ہے,kyaa jaae hai jis jaae na kuchh damzadanee hai
داور حشر بخش دے شاید,daavarehashr bakhsh de shaayad
مجبوری و دعواۓ گرفتاری الفت,majbooree o daavaaegiraftaarieulfat
بہ چہرۂ متبسم بہ چشم تر ایی,bachehraemutabassim bachashmetar aaee
کچہ قفس کی تیلیوں سے چہن رہا ہے نور سا,kuchh qafas kee teeliyon se chhan rahaa hai nuur saa
ایک تارا ہے سر بام ابہرنے والا,ek taaraa hai sarebaam ubharne vaalaa
جسے چونکا کے تو نے پہیر لی انکہ,jise chaunkaa ke too ne pher lee aankh
فراقؔ ایی ہویی موت ٹل تو سکتی ہے,firaaq aaee huee maut tal to saktee hai
رہ رو چلے ہے راہ کو ہموار دیکہ کر,rahrau chale hai raah ko hamvaar dekh kar
ہونٹوں کو جو خشکی مری انکہوں کو تری دی,honton ko jo khushkee miree aankhon ko taree dee
تاریک مثل اہ جو انکہوں کا نور تہا,taareek misleaah jo aankhon kaa nuur thaa
کمر کی بات سنتے ہیں یہ کچہ پایی نہیں جاتی,kamar kee baat sunte hain ye kuchh paaee naheen jaatee
عشق بت میں کفر کا مجہ کو ادب کرنا پڑا,ishqebut men kufr kaa mujh ko adab karnaa padaa
سامنے وہ یار میرے بے حجاب ا جایے گا,saamne vo yaar mere behijaab aa jaaegaa
ماتم عشق انجہانی ہے,maatameishqeaanjahaanee hai
دشمن دل دشمن جاں دشمن تن اپ ہیں,dushmanedil dushmanejaan dushmanetan aap hain
کس کی زلفوں میں ٹانکتی ہے ابہی,kis kee zulfon men taanktee hai abhee
رک کر اپنا ہی انتظار کیا,ruk kar apnaa hee intizaar kiyaa
فرصت کشاکش غم پنہاں سے گر ملے,fursat kashaakashe hamepinhaan se gar mile
روییے زار زار کیا کیجیے ہایے ہایے کیوں,roiye zaar zaar kyaa keejiye haae haae kyuun
ہوا ہے کیا ابہی ہنگامہ اور کچہ ہوگا,huaa hai kyaa abhee hangaama aur kuchh hogaa
وہ دیکہے تو ہمیں ازاد کر کے,vo dekhe to hamen aazaad kar ke
سلامت رہے دل برا ہے کہ اچہا,salaamat rahe dil buraa hai ki achchhaa
حکم سرکار کی پہنچ مت پوچہ,hukmesarkaar kee pahunch mat poochh
اپنی صورت پہ ایسی صورت میں,apnee soorat pe aisee soorat men
تہا خبر میں زیاں دل و جاں کا,thaa khabar men ziyaan dil o jaan kaa
لگے ہے کانٹا نظر میں سونا کٹیں گی کیسے یہ کالی رتیاں,lage hai kaantaa nazar men sonaa katengee kaise ye kaalee ratiyaan
اس زندگی کرنے کو کہاں سے جگر اوے,is zindagee karne ko kahaan se jigar aave
میں اپنا جان و دل قرباں کروں اوس پر سیتی ناجیؔ,main apnaa jaan o dil qurbaan karoon uus par setee naajee
سنسان گہر یہ کیوں نہ ہو مہمان تو گیا,sunsaan ghar ye kyuun na ho mehmaan to gayaa
ایک تصویر بنا کرتی ہے,ek tasveer banaa kartee hai
دل ملانا نظر نہیں اتا,dil milaanaa nazar naheen aataa
ضرور کویی کمی ہے کہ پایی جاتی ہے,zaroor koee kamee hai ki paaee jaatee hai
وہ زندگی جو زباں تک ہی پایی جاتی ہے,vo zindagee jo zabaan tak hee paaee jaatee hai
ہستی کو جس نے زلزلہ ساماں بنا دیا,hastee ko jis ne zalzalasaamaan banaa diyaa
سوکہے پتوں کے جہرمٹ پر,sookhe patton ke jhurmut par
ہم نے اس کے شہر کو چہوڑا اور انکہوں کو موند لیا ہے,ham ne us ke shahr ko chhodaa aur aankhon ko muund liyaa hai
لگ گیی اگ اگر گہر کو تو اندیشہ کیا,lag gaee aag agar ghar ko to andesha kyaa
لوٹ چلیں اب اپنے گہر,laut chalen ab apne ghar
نہ ہو مرنا تو جینے کا مزا کیا,na ho marnaa to jiine kaa mazaa kyaa
تہا مستعار حسن سے اس کے جو نور تہا,thaa mustaaar husn se us ke jo nuur thaa
اس کے ہاتہوں کے لیے رنگ حنا ہو جاوں,us ke haathon ke liye rangehinaa ho jaaoon
لے گیا محسنؔ وہ مجہ سے ابر بنتا اسماں,le gayaa mohsin vo mujh se abr bantaa aasmaan
حسرتوں سے اٹے اسماں کے تلے,hasraton se ate aasmaan ke tale
ڈہلا ہی جاتا ہوں فرقت میں دوپہر کی طرح,dhalaa hee jaataa huun furqat men dopahar kee tarah
کہ دوستوں نے زیادہ خیال رکہا ہے,ki doston ne ziyaada khayaal rakkhaa hai
اسی کی شرح ہے یہ اٹہتے درد کا عالم,usee kee sharh hai ye uthte dard kaa aalam
مگر یہ شوہروں سے اپنے بے پروا نہیں ہوتیں,magar ye shauharon se apne beparvaa naheen hoteen
غم ہے اب جان مری درد ہے اب دل میرا,ham hai ab jaan miree dard hai ab dil meraa
دیتے ہیں داد غیر کو کب اہل لکہنو,dete hain daad hair ko kab ahlelucknow
فراقؔ اک ایک حسرت مٹ رہی ہے,firaaq ik ek hasrat mit rahee hai
ٹک تو رہ اے بنایے ہستی تو,tuk to rah ai binaaehastee too
وہ نقش چہوڑے ہیں ہم نے وفا کے رستے میں,vo naqsh chhode hain ham ne vafaa ke raste men
نہ لاوے تاب تیرے لب کی جو نامرد ہے ذاتی,na laave taab tere lab kee jo naamard hai zaatee
کسی کو چہوڑ کے وہ اب اگر ہمارے ہویے,kisee ko chhod ke vo ab agar hamaare hue
کردنی ہے جمع تاب شوق دیدار دوست,kardanee hai jama taabeshokheeedeedaaredost
چلتا ہوں تہوڑی دور ہر اک تیز رو کے ساتہ,chaltaa huun thodee duur har ik tezrau ke saath
ایک گوشے میں کریں گے یہ بسر دونوں ساتہ,ek goshe men karenge ye basar donon saath
ایک تو اتنا حبس ہے پہر میں سانسیں روکے بیٹہا ہوں,ek to itnaa habs hai phir main saansen roke baithaa huun
یہ قافلہ کہینچ لایی سارا شکست ایینہ زنگ ہو کر,ye qaafila kheench laaee saaraa shikasteaaeena zang ho kar
منہ زور اندہیوں میں نہ خود کو نڈہال کر,munhzor aandhiyon men na khud ko nidhaal kar
کہ وجد برق جوں پروانہ بال افشاں ہے خرمن پر,ki vajdebarq juun parvaana baalafshaan hai khirman par
بزم یاراں سے پہری باد بہاری مایوس,bazmeyaaraan se phiree baadebahaaree maayoos
موت کے دور درمیانی بہی,maut ke dauredarmiyaanee bhee
میرے قاتل میرے حاسد میرے دشمن اپ ہیں,mere qaatil mere haasid mere dushman aap hain
پریشاں ہو کے میری خاک اخر دل نہ بن جایے,pareshaan ho ke meree khaak aakhir dil na ban jaae
نا گوارا ہے ہمیں احسان صاحب دولتاں,naagavaaraa hai hamen ehsaanesaahabdaulataan
فقیر مانگیں تو صاف کہہ دیں کہ تو ہے مضبوط جا کما کہا,faqeer maangen to saaf kah den ki too hai mazboot jaa kamaa khaa
ان کی روش جدا ہے ہماری روش جدا,un kee ravish judaa hai hamaaree ravish judaa
نیے پہلو نکلتے جا رہے ہیں,nae pahloo nikalte jaa rahe hain
کہوں کیا خوبی اوضاع ابنایے زماں غالبؔ,kahoon kyaa khoobieauzaaeabnaaezamaan haalib
کہینچ اب نالہ کویی ایسا کہ ہو اس کو اثر,kheench ab naala koee aisaa ki ho us ko asar
مری قسمت میں یارب کیا نہ تہی دیوار پتہر کی,miree qismat men yaarab kyaa na thee deevaar patthar kee
ادہر بہی خاک اڑی ہے ادہر بہی خاک اڑی,udhar bhee khaak udee hai idhar bhee khaak udee
زمانہ برسر پیکار ہے پر ہول شعلوں سے,zamaana barsarepaikaar hai purhaul shoalon se
کتنا بڑا مذاق ہوا روشنی کے ساتہ,kitnaa badaa mazaaq huaa raushnee ke saath
حق ہوا کس سے ادا اس کی وفاداری کا,haq huaa kis se adaa us kee vafaadaaree kaa
گو زندگی زاہد بے چارہ عبث ہے,go zindagiezaahidebechaara abas hai
وہ پوچہتا تہا مری انکہ بہیگنے کا سبب,vo poochhtaa thaa miree aankh bheegne kaa sabab
مصلحت اس میں کیا ہے میری,maslahat is men kyaa hai meree
صرف ظاہر ہو گیا سرمایۂ زیب و صفا,sirf zaahir ho gayaa sarmaayaezebosafaa
جسے یار جانی سوں یاری لگے,jise yaarejaanee suun yaaree lage
مژہ کو جواہر رقم دیکہتے ہیں,mizha ko javaahar raqam dekhte hain
اب کہاں مجہ میں وہ جنوں صاحب,ab kahaan mujh men vo junoon saahab
دکہلا دیا ہے حشر کو سانچے میں ڈہال کے,dikhlaa diyaa hai hashr ko saanche men dhaal ke
میں بے نشاں سی چند لکیروں کے ساتہ ہوں,main benishaan see chand lakeeron ke saath huun
کہ غم سے بردباری جا رہی ہے,ki ham se burdbaaree jaa rahee hai
نقش عبرت در نظر یا نقد عشرت در بساط,naqsheibrat dar nazar yaa naqdeishrat dar bisaat
چاہ سے اپ کو تو نفرت ہے,chaah se aap ko to nafrat hai
کویی نہ دیکہ سکا جن کو وہ دلوں کے سوا,koee na dekh sakaa jin ko vo dilon ke sivaa
مزاج ان کا نہیں ملتا ہمارا دل نہیں ملتا,mizaaj un kaa naheen miltaa hamaaraa dil naheen miltaa
وہ جنگ میں نے لڑی ہی نہیں جو ہاری ہے,vo jang main ne ladee hee naheen jo haaree hai
ہم تو سمجہے تہے کہ ہم بہول گیے ہیں ان کو,ham to samjhe the ki ham bhuul gae hain un ko
مریضان الفت کی کیا بے کسی ہے,mareezaaneulfat kee kyaa bekasee hai
چپے چپے پہ مرے انکہ بہری اوے ہے,chappe chappe pe mire aankh bharee aave hai
انے لگی ہے نکہت گل سے حیا مجہے,aane lagee hai nikhategul se hayaa mujhe
خودی ہو علم سے محکم تو غیرت جبریل,khudee ho ilm se mohkam to hairatejibreel
ڈالا ہے بے خودی نے عجب راہ پر مجہے,daalaa hai bekhudee ne ajab raah par mujhe
پہر وہ لڑکی مجہے ملی ہی نہیں,phir vo ladkee mujhe milee hee naheen
فکر یہ ہے اور جو کہہ کر پشیمانی ہویی,fikr ye hai aur jo kah kar pashemaanee huee
کیوں نہ جذب ہو جاییں اس حسیں نظارے میں,kyuun na jazb ho jaaen is haseen nazaare men
کیوں مست شراب عیش و طرب تکلیف توجہ فرماییں,kyuun mastesharaabeaishotarab takleefetavajjoh farmaaen
مری جاں چاہنے والا بڑی مشکل سے ملتا ہے,miree jaan chaahne vaalaa badee mushkil se miltaa hai
پر مجہے طاقت سوال کہاں,par mujhe taaqatesavaal kahaan
سنا تو ہے کہ محبت کو ان دنوں ہے فراغ,sunaa to hai ki mohabbat ko in dinon hai faraa h
تیرے ہوتے کویی کس کی جان کا دشمن کیوں ہو,tere hote koee kis kee jaan kaa dushman kyuun ho
شاخ عریاں پر کہلا اک پہول اس انداز سے,shaakheuriyaan par khilaa ik phuul is andaaz se
کچہ نہ کچہ اس دور میں رنگ چمن نکہرا تو ہے,kuchh na kuchh is daur men rangechaman nikhraa to hai
ہویی یہ کثرت غم سے تلف کیفیت شادی,huee ye kasrate ham se talaf kaifiyateshaadee
بار بار اس کے در پہ جاتا ہوں,baar baar us ke dar pe jaataa huun
تب کہیں کچہ پتہ چلا صدق و خلوص حسن کا,tab kaheen kuchh pata chalaa sidqokhuloosehusn kaa
ہوتا ہے نہاں گرد میں صحرا مرے ہوتے,hotaa hai nihaan gard men sahraa mire hote
ڈہونڈ رہا ہے فرنگ عیش جہاں کا دوام,dhoond rahaa hai farang aishejahaan kaa davaam
نظر ملا کے مرے پاس ا کے لوٹ لیا,nazar milaa ke mire paas aa ke luut liyaa
مشکیں لباس کعبہ علی کے قدم سے جان,mushkeen libaasekaaba alee ke qadam se jaan
ہزار رنگ سے اپنی مجہے خبر ایی,hazaar rang se apnee mujhe khabar aaee
ہر انگن میں خواب ہیں لیکن چند گہروں میں تعبیریں ہیں,har aangan men khvaab hain lekin chand gharon men taabeeren hain
وقت پہنچا مری رسوایی کا,vaqt pahunchaa miree rusvaaee kaa
نہ دیکہا غم دوستاں شکر ہے,na dekhaa hamedostaan shukr hai
کس کی عزت یہاں سلامت ہے,kis kee izzat yahaan salaamat hai
جسم تو خاک میں مل جاتے ہویے دیکہتے ہیں,jism to khaak men mil jaate hue dekhte hain
کان سے ہم تو فراقؔ انکہ کا لیتے ہیں کام,kaan se ham to firaaq aankh kaa lete hain kaam
وہ کہیں اور سنا کرے کویی,vo kahen aur sunaa kare koee
لے گیی ساقی کی نخوت قلزم اشامی مری,le gaee saaqee kee nakhvat qulzumaashaamee miree
تیرے ساتہ تری یاد ایی کیا تو سچ مچ ایی ہے,tere saath tiree yaad aaee kyaa too sachmuch aaee hai
یہ جذب عشق ہے یا جذبۂ رحم,ye jazbeishq hai yaa jazbaeraham
کیونکر رہے دل اس کے رخ اتشیں سے دور,kyoonkar rahe dil us ke rukheaatisheen se duur
دل بے دل کوں اج کرتی ہے,dilebedil kuun aaj kartee hai
سبق ملا ہے یہ معراج مصطفی سے مجہے,sabaq milaa hai ye meraajemustafaa se mujhe
دل کو ہوا قرار تو ہے بے قرار ہاتہ,dil ko huaa qaraar to hai beqaraar haath
کانپ اٹہتی ہوں میں یہ سوچ کے تنہایی میں,kaanp uthtee huun main ye soch ke tanhaaee men
وایے اگر عہد استوار نہیں ہے,vaae agar ahd ustuvaar naheen hai
مرا ہونا برا کیا ہے نوا سنجان گلشن کو,miraa honaa buraa kyaa hai navaasanjaanegulshan ko
دل پہ اس کا بہی اجارہ نہیں دیکہا جاتا,dil pe us kaa bhee ijaara naheen dekhaa jaataa
سر دوستوں کا کاٹ کے رکہتے ہیں سامنے,sar doston kaa kaat ke rakhte hain saamne
پاک بازاں سوں یوں ہوا مفہوم,paakbaazaan suun yuun huaa mafhoom
تمہاری بزم میں کچہ دوست بہی دشمن کے بیٹہے ہیں,tumhaaree bazm men kuchh dost bhee dushman ke baithe hain
درد کے پہول بہی کہلتے ہیں بکہر جاتے ہیں,dard ke phuul bhee khilte hain bikhar jaate hain
لے کے دل رکہ لو کام ایے گا,le ke dil rakh lo kaam aaegaa
وہی دل ہے مگر اواز مدہم ہوتی جاتی ہے,vahee dil hai magar aavaaz maddham hotee jaatee hai
وہ انکہیں سامری فن ہیں وہ لب عیسی نفس دیکہو,vo aankhen saamreefan hain vo lab eesaanafas dekho
وہ بہی ساقی مجہے نہیں دیتا,vo bhee saaqee mujhe naheen detaa
اے عشق تو کیا ظالم تیرا ہی زمانا ہے,ai ishq to kyaa zaalim teraa hee zamaanaa hai
اپ مجہ کو منا لیا کیجے,aap mujh ko manaa liyaa kiije
بڑا ہے درد کا رشتہ یہ دل غریب سہی,badaa hai dard kaa rishta ye dil hareeb sahee
مگر یہ سب ہے مجہے ناگوار عید کے دن,magar ye sab hai mujhe naagavaar eid ke din
سب سے پر امن واقعہ یہ ہے,sab se puramn vaaqia ye hai
رونق بزم جہاں تہا گو دل غمگیں فراقؔ,raunaqebazmejahaan thaa go dile hamgheen firaaq
اک گہر میں مختصر بیاباں ضرور تہا,ik ghar men mukhtasar bayaabaan zaroor thaa
وہ تیری انکہ کے تیور سمندروں والے,vo teree aankh ke tevar samundaron vaale
پہر شاخ پہ اس پہول کو کہلتے نہیں دیکہا,phir shaakh pe us phuul ko khilte naheen dekhaa
زخم سلوانے سے مجہ پر چارہ جویی کا ہے طعن,zakhm silvaane se mujh par chaaraajuee kaa hai taan
کبہی یہ مرحلہ جیسے کہ اشنایی نہ تہی,kabhee ye marhala jaise ki aashnaaee na thee
وہ نادان انجان بہولے ہیں ایسے,vo naadaan anjaan bhole hain aise
جب ملی کام جاں کو لذت درد,jab milee kaamejaan ko lazzatedard
پیکر عشاق ساز طالع نا ساز ہے,paikareushshaaq saazetaalaenaasaaz hai
اب یہ سوچا ہے کہ اوروں کا کہا مانیں گے,ab ye sochaa hai ki auron kaa kahaa maanenge
وہ شخص ا کے مرے شہر سے چلا بہی گیا,vo shakhs aa ke mire shahr se chalaa bhee gayaa
لوگ کیوں جشن منانے ایے,log kyuun jashn manaane aae
عقدۂ عشق عجب عقدہ مہمل ہے فراقؔ,uqdaeishq ajab uqdaemohmal hai firaaq
کیسے کیسے چشم و عارض گرد غم سے بجہ گیے,kaise kaise chashm o aariz garde ham se bujh gae
شام ہونے کو ہے اور انکہ میں اک خواب نہیں,shaam hone ko hai aur aankh men ik khvaab naheen
جو سادہ دل ہیں اسے بن سنور کے دیکہتے ہیں,jo saada dil hain use bansanvar ke dekhte hain
بزم سے تم کو لے کے جاییں گے,bazm se tum ko le ke jaaenge
انہیں سوال پہ زعم جنوں ہے کیوں لڑیے,unhen savaal pe zomejunoon hai kyuun ladiye
مجنوں نہ دشت میں ہے نہ فرہاد کوہ میں,majnoon na dasht men hai na farhaad koh men
چہرے تمام لگنے لگے ہیں عجیب سے,chehre tamaam lagne lage hain ajiib se
حضرت بہی کل کہیں گے کہ ہم کیا کیا کیے,hazrat bhee kal kahenge ki ham kyaa kiyaa kiye
نہ کویی عہدہ نہ ڈگری نہ نام کی تختی,na koee ohda na degre na naam kee takhtee
جی گیا میں اس کے ا جانے سے دشمن مر گیا,jee gayaa main us ke aa jaane se dushman mar gayaa
پہر چراغ لالہ سے روشن ہویے کوہ و دمن,phir charaa helaala se raushan hue koh o daman
جناب حضرت ناصح کا واہ کیا کہنا,janaabehazratenaaseh kaa vaah kyaa kahnaa
کہ لمحہ لمحہ پر اشوب و پر خطر سا لگے,ki lamha lamha puraashobopurkhatar saa lage
یہی نظر ہے کہ اٹہتی نہ تہی کسی کی طرف,yahee nazar hai ki uthtee na thee kisee kee taraf
چلو کویی تو حریفانہ چل رہا ہے میاں,chalo koee to hareefaana chal rahaa hai miyaan
یہ کس غم کی کسک ہے ہر خوشی میں,ye kis ham kee kasak hai har khushee men
قافلے میں صبح کے اک شور ہے,qaafile men subh ke ik shor hai
