Urdu,RomanUrdu
ہم اپنی دہرتی سے اپنی ہر سمت خود تلاشیں,ham apnee dhartee se apnee har samt khud talaashen
ہماری خاطر کویی ستارہ نہیں چلے گا,hamaaree khaatir koee sitaara naheen chalegaa
حیات اب شام غم کی تشیبہ خود بنے گی,hayaat ab shaame ham kee tashbeeh khud banegee
تمہاری زلفوں کا استعارہ نہیں چلے گا,tumhaaree zulfon kaa istiaara naheen chalegaa
چلو سروں کا خراج نوک سناں کو بخشیں,chalo saron kaa khiraaj nokesinaan ko bakhshen
کہ جاں بچانے کا استخارہ نہیں چلے گا,ki jaan bachaane kaa istikhaara naheen chalegaa
ہمارے جذبے بغاوتوں کو تراشتے ہیں,hamaare jazbe ba haavaton ko taraashte hain
ہمارے جذبوں پہ بس تمہارا نہیں چلے گا,hamaare jazbon pe bas tumhaaraa naheen chalegaa
ازل سے قایم ہیں دونوں اپنی ضدوں پہ محسنؔ,azal se qaaem hain donon apnee zidon pe mohsin
چلے گا پانی مگر کنارہ نہیں چلے گا,chalegaa paanee magar kinaara naheen chalegaa
بہڑکاییں مری پیاس کو اکثر تری انکہیں,bhadkaaen miree pyaas ko aksar tiree aankhen
صحرا مرا چہرا ہے سمندر تری انکہیں,sahraa miraa chehraa hai samundar tiree aankhen
پہر کون بہلا داد تبسم انہیں دے گا,phir kaun bhalaa daadetabassum unhen degaa
روییں گی بہت مجہ سے بچہڑ کر تری انکہیں,roengee bahut mujh se bichhad kar tiree aankhen
خالی جو ہویی شام غریباں کی ہتہیلی,khaalee jo huee shaame hareebaan kee hathelee
کیا کیا نہ لٹاتی رہیں گوہر تیری انکہیں,kyaa kyaa na lutaatee raheen gauhar teree aankhen
بوجہل نظر اتی ہیں بظاہر مجہے لیکن,bojhal nazar aatee hain bazaahir mujhe lekin
کہلتی ہیں بہت دل میں اتر کر تری انکہیں,khultee hain bahut dil men utar kar tiree aankhen
اب تک مری یادوں سے مٹایے نہیں مٹتا,ab tak miree yaadon se mitaae naheen mittaa
بہیگی ہویی اک شام کا منظر تری انکہیں,bheegee huee ik shaam kaa manzar tiree aankhen
ممکن ہو تو اک تازہ غزل اور بہی کہہ لوں,mumkin ho to ik taaza hazal aur bhee kah luun
پہر اوڑہ نہ لیں خواب کی چادر تری انکہیں,phir odh na len khvaab kee chaadar tiree aankhen
میں سنگ صفت ایک ہی رستے میں کہڑا ہوں,main sangsifat ek hee raste men khadaa huun
شاید مجہے دیکہیں گی پلٹ کر تری انکہیں,shaayad mujhe dekhengee palat kar tiree aankhen
یوں دیکہتے رہنا اسے اچہا نہیں محسنؔ,yuun dekhte rahnaa use achchhaa naheen mohsin
وہ کانچ کا پیکر ہے تو پتہر تری انکہیں,vo kaanch kaa paikar hai to patthar tiree aankhen
بچہڑ کے مجہ سے یہ مشغلہ اختیار کرنا,bichhad ke mujh se ye mash hala ikhtiyaar karnaa
ہوا سے ڈرنا بجہے چراغوں سے پیار کرنا,havaa se darnaa bujhe charaa hon se pyaar karnaa
کہلی زمینوں میں جب بہی سرسوں کے پہول مہکیں,khulee zameenon men jab bhee sarson ke phuul mahken
تم ایسی رت میں سدا مرا انتظار کرنا,tum aisee rut men sadaa miraa intizaar karnaa
جو لوگ چاہیں تو پہر تمہیں یاد بہی نہ اییں,jo log chaahen to phir tumhen yaad bhee na aaen
کبہی کبہی تم مجہے بہی ان میں شمار کرنا,kabhee kabhee tum mujhe bhee un men shumaar karnaa
کسی کو الزام بے وفایی کبہی نہ دینا,kisee ko ilzaamebevafaaee kabhee na denaa
مری طرح اپنے اپ کو سوگوار کرنا,miree tarah apne aap ko sogvaar karnaa
تمام وعدے کہاں تلک یاد رکہ سکو گے,tamaam vaade kahaan talak yaad rakh sakoge
جو بہول جاییں وہ عہد بہی استوار کرنا,jo bhuul jaaen vo ahd bhee ustuvaar karnaa
یہ کس کی انکہوں نے بادلوں کو سکہا دیا ہے,ye kis kee aankhon ne baadalon ko sikhaa diyaa hai
کہ سینۂ سنگ سے رواں ابشار کرنا,ki seenaesang se ravaan aabshaar karnaa
میں زندگی سے نہ کہل سکا اس لیے بہی محسنؔ,main zindagee se na khul sakaa is liye bhee mohsin
کہ بہتے پانی پہ کب تلک اعتبار کرنا,ki bahte paanee pe kab talak e tibaar karnaa
ایک پل میں زندگی بہر کی اداسی دے گیا,ek pal men zindagee bhar kee udaasee de gayaa
وہ جدا ہوتے ہویے کچہ پہول باسی دے گیا,vo judaa hote hue kuchh phuul baasee de gayaa
نوچ کر شاخوں کے تن سے خشک پتوں کا لباس,noch kar shaakhon ke tan se khushk patton kaa libaas
زرد موسم بانجہ رت کو بے لباسی دے گیا,zard mausam baanjhrut ko belibaasee de gayaa
صبح کے تارے مری پہلی دعا تیرے لیے,subh ke taare miree pahlee duaa tere liye
تو دل بے صبر کو تسکیں ذرا سی دے گیا,too dilebesabr ko taskeen zaraa see de gayaa
لوگ ملبوں میں دبے سایے بہی دفنانے لگے,log malbon men dabe saae bhee dafnaane lage
زلزلہ اہل زمیں کو بد حواسی دے گیا,zalzala ahlezameen ko badhavaasee de gayaa
تند جہونکے کی رگوں میں گہول کر اپنا دہواں,tund jhonke kee ragon men ghol kar apnaa dhuaan
اک دیا اندہی ہوا کو خود شناسی دے گیا,ik diyaa andhee havaa ko khudshanaasee de gayaa
لے گیا محسنؔ وہ مجہ سے ابر بنتا اسماں,le gayaa mohsin vo mujh se abr bantaa aasmaan
اس کے بدلے میں زمیں صدیوں کی پیاسی دے گیا,us ke badle men zameen sadiyon kee pyaasee de gayaa
فضا کا حبس شگوفوں کو باس کیا دے گا,fazaa kaa habs shagoofon ko baas kyaa degaa
بدن دریدہ کسی کو لباس کیا دے گا,badandareeda kisee ko libaas kyaa degaa
یہ دل کہ قحط انا سے غریب ٹہہرا ہے,ye dil ki qahateanaa se hareeb thahraa hai
مری زباں کو زر التماس کیا دے گا,miree zabaan ko zareiltimaas kyaa degaa
جو دے سکا نہ پہاڑوں کو برف کی چادر,jo de sakaa na pahaadon ko barf kee chaadar
وہ میری بانجہ زمیں کو کپاس کیا دے گا,vo meree baanjh zameen ko kapaas kyaa degaa
یہ شہر یوں بہی تو دہشت بہرا نگر ہے یہاں,ye shahr yuun bhee to dahshat bharaa nagar hai yahaan
دلوں کا شور ہوا کو ہراس کیا دے گا,dilon kaa shor havaa ko hiraas kyaa degaa
وہ زخم دے کے مجہے حوصلہ بہی دیتا ہے,vo zakhm de ke mujhe hausla bhee detaa hai
اب اس سے بڑہ کے طبیعت شناس کیا دے گا,ab is se badh ke tabeeatshanaas kyaa degaa
جو اپنی ذات سے باہر نہ ا سکا اب تک,jo apnee zaat se baahar na aa sakaa ab tak
وہ پتہروں کو متاع حواس کیا دے گا,vo pattharon ko mataaehavaas kyaa degaa
وہ میرے اشک بجہایے گا کس طرح محسنؔ,vo mere ashk bujhaaegaa kis tarah mohsin
سمندروں کو وہ صحرا کی پیاس کیا دے گا,samundaron ko vo sahraa kee pyaas kyaa degaa
غزلوں کی دہنک اوڑہ مرے شعلہ بدن تو,hazlon kee dhanak odh mire shoalabadan too
ہے میرا سخن تو مرا موضوع سخن تو,hai meraa sukhan too miraa mauzooesukhan too
کلیوں کی طرح پہوٹ سر شاخ تمنا,kaliyon kee tarah phuut sareshaakhetamannaa
خوشبو کی طرح پہیل چمن تا بہ چمن تو,khushboo kee tarah phail chamantaabachaman too
نازل ہو کبہی ذہن پہ ایات کی صورت,naazil ho kabhee zehn pe aayaat kee soorat
ایات میں ڈہل جا کبہی جبریل دہن تو,aayaat men dhal jaa kabhee jibreel dahan too
اب کیوں نہ سجاوں میں تجہے دیدہ و دل میں,ab kyuun na sajaaoon main tujhe diida o dil men
لگتا ہے اندہیرے میں سویرے کی کرن تو,lagtaa hai andhere men savere kee kiran too
پہلے نہ کویی رمز سخن تہی نہ کنایہ,pahle na koee ramzesukhan thee na kinaaya
اب نقطۂ تکمیل ہنر محور فن تو,ab nuqtaetakmeelehunar mehvarefan too
یہ کم تو نہیں تو مرا معیار نظر ہے,ye kam to naheen too miraa meyaarenazar hai
اے دوست مرے واسطے کچہ اور نہ بن تو,ai dost mire vaaste kuchh aur na ban too
ممکن ہو تو رہنے دے مجہے ظلمت جاں میں,mumkin ho to rahne de mujhe zulmatejaan men
ڈہونڈے گا کہاں چاندنی راتوں کا کفن تو,dhoondegaa kahaan chaandnee raaton kaa kafan too
ہم جو پہنچے سر مقتل تو یہ منظر دیکہا,ham jo pahunche saremaqtal to ye manzar dekhaa
سب سے اونچا تہا جو سر نوک سناں پر دیکہا,sab se oonchaa thaa jo sar nokesinaan par dekhaa
ہم سے مت پوچہ کہ کب چاند ابہرتا ہے یہاں,ham se mat poochh ki kab chaand ubhartaa hai yahaan
ہم نے سورج بہی ترے شہر میں ا کر دیکہا,ham ne sooraj bhee tire shahr men aa kar dekhaa
ایسے لپٹے ہیں در و بام سے اب کے جیسے,aise lipte hain darobaam se ab ke jaise
حادثوں نے بڑی مدت میں مرا گہر دیکہا,haadson ne badee muddat men miraa ghar dekhaa
اب یہ سوچا ہے کہ اوروں کا کہا مانیں گے,ab ye sochaa hai ki auron kaa kahaa maanenge
اپنی انکہوں پہ بہروسا تو بہت کر دیکہا,apnee aankhon pe bharosaa to bahut kar dekhaa
ایک اک پل میں اترتا رہا صدیوں کا عذاب,ek ik pal men utartaa rahaa sadiyon kaa azaab
ہجر کی رات گزاری ہے کہ محشر دیکہا,hijr kee raat guzaaree hai ki mahshar dekhaa
مجہ سے مت پوچہ مری تشنہ لبی کے تیور,mujh se mat poochh miree tishnalabee ke tevar
ریت چمکی تو یہ سمجہو کہ سمندر دیکہا,ret chamkee to ye samjho ki samundar dekhaa
دکہ ہی ایسا تہا کہ محسنؔ ہوا گم سم ورنہ,dukh hee aisaa thaa ki mohsin huaa gumsum varna
غم چہپا کر اسے ہنستے ہویے اکثر دیکہا,ham chhupaa kar use hanste hue aksar dekhaa
ہر ایک شب یوں ہی دیکہیں گی سویے در انکہیں,har ek shab yoonhee dekhengee sooedar aankhen
تجہے گنوا کے نہ سوییں گی عمر بہر انکہیں,tujhe ganvaa ke na soengee umrbhar aankhen
طلوع صبح سے پہلے ہی بجہ نہ جاییں کہیں,tulooesubh se pahle hee bujh na jaaen kaheen
یہ دشت شب میں ستاروں کی ہم سفر انکہیں,ye dashteshab men sitaaron kee hamsafar aankhen
ستم یہ کم تو نہیں دل گرفتگی کے لیے,sitam ye kam to naheen dil giraftagee ke liye
میں شہر بہر میں اکیلا ادہر ادہر انکہیں,main shahr bhar men akelaa idharudhar aankhen
شمار اس کی سخاوت کا کیا کریں کہ وہ شخص,shumaar us kee sakhaavat kaa kyaa karen ki vo shakhs
چراغ بانٹتا پہرتا ہے چہین کر انکہیں,charaa h baanttaa phirtaa hai chheen kar aankhen
میں زخم زخم ہوا جب تو مجہ پہ بہید کہلا,main zakhm zakhm huaa jab to mujh pe bhed khulaa
کہ پتہروں کو سمجہتی رہیں گہر انکہیں,ki pattharon ko samajhtee raheen guhar aankhen
میں اپنے اشک سنبہالوں گا کب تلک محسنؔ,main apne ashk sanbhaaloongaa kab talak mohsin
زمانہ سنگ بکف ہے تو شیشہ گر انکہیں,zamaana sangbakaf hai to sheeshagar aankhen
ہوایے ہجر میں جو کچہ تہا اب کے خاک ہوا,havaaehijr men jo kuchh thaa ab ke khaak huaa
کہ پیرہن تو گیا تہا بدن بہی چاک ہوا,ki pairahan to gayaa thaa badan bhee chaak huaa
اب اس سے ترک تعلق کروں تو مر جاوں,ab us se tarketaalluq karoon to mar jaaoon
بدن سے روح کا اس درجہ اشتراک ہوا,badan se ruuh kaa is darja ishtiraak huaa
یہی کہ سب کی کمانیں ہمیں پہ ٹوٹی ہیں,yahee ki sab kee kamaanen hameen pe tuutee hain
چلو حساب صف دوستاں تو پاک ہوا,chalo hisaabesafedostaan to paak huaa
وہ بے سبب یوں ہی روٹہا ہے لمحہ بہر کے لیے,vo besabab yoonhee roothaa hai lamhabhar ke liye
یہ سانحہ نہ سہی پہر بہی کرب ناک ہوا,ye saaneha na sahee phir bhee karbnaak huaa
اسی کے قرب نے تقسیم کر دیا اخر,usee ke qurb ne taqseem kar diyaa aakhir
وہ جس کا ہجر مجہے وجہ انہماک ہوا,vo jis kaa hijr mujhe vajheinhimaak huaa
شدید وار نہ دشمن دلیر تہا محسنؔ,shadeed vaar na dushman diler thaa mohsin
میں اپنی بے خبری سے مگر ہلاک ہوا,main apnee bekhabaree se magar halaak huaa
اتنی مدت بعد ملے ہو,itnee muddat baad mile ho
کن سوچوں میں گم پہرتے ہو,kin sochon men gum phirte ho
اتنے خایف کیوں رہتے ہو,itne khaaif kyuun rahte ho
ہر اہٹ سے ڈر جاتے ہو,har aahat se dar jaate ho
تیز ہوا نے مجہ سے پوچہا,tez havaa ne mujh se poochhaa
ریت پہ کیا لکہتے رہتے ہو,ret pe kyaa likhte rahte ho
کاش کویی ہم سے بہی پوچہے,kaash koee ham se bhee poochhe
رات گیے تک کیوں جاگے ہو,raat gae tak kyuun jaage ho
میں دریا سے بہی ڈرتا ہوں,men dariyaa se bhee dartaa huun
تم دریا سے بہی گہرے ہو,tum dariyaa se bhee gahre ho
کون سی بات ہے تم میں ایسی,kaun see baat hai tum men aisee
اتنے اچہے کیوں لگتے ہو,itne achchhe kyuun lagte ho
پیچہے مڑ کر کیوں دیکہا تہا,peechhe mud kar kyuun dekhaa thaa
پتہر بن کر کیا تکتے ہو,patthar ban kar kyaa takte ho
جاو جیت کا جشن مناو,jaao jiit kaa jashn manaao
میں جہوٹا ہوں تم سچے ہو,men jhootaa huun tum sachche ho
اپنے شہر کے سب لوگوں سے,apne shahar ke sab logon se
میری خاطر کیوں الجہے ہو,meree khaatir kyuun uljhe ho
کہنے کو رہتے ہو دل میں,kahne ko rahte ho dil men
پہر بہی کتنے دور کہڑے ہو,phir bhee kitne duur khade ho
رات ہمیں کچہ یاد نہیں تہا,raat hamen kuchh yaad naheen thaa
رات بہت ہی یاد ایے ہو,raat bahut hee yaad aae ho
ہم سے نہ پوچہو ہجر کے قصے,ham se na poochho hijr ke qisse
اپنی کہو اب تم کیسے ہو,apnee kaho ab tum kaise ho
محسنؔ تم بدنام بہت ہو,mohsin tum badnaam bahut ho
جیسے ہو پہر بہی اچہے ہو,jaise ho phir bhee achchhe ho
جب ہجر کے شہر میں دہوپ اتری میں جاگ پڑا تو خواب ہوا,jab hijr ke shahr men dhuup utree main jaag padaa to khvaab huaa
مری سوچ خزاں کی شاخ بنی ترا چہرہ اور گلاب ہوا,miree soch khizaan kee shaakh banee tiraa chehra aur gulaab huaa
برفیلی رت کی تیز ہوا کیوں جہیل میں کنکر پہینک گیی,barfeelee rut kee tez havaa kyuun jhiil men kankar phenk gaee
اک انکہ کی نیند حرام ہویی اک چاند کا عکس خراب ہوا,ik aankh kee niind haraam huee ik chaand kaa aks kharaab huaa
ترے ہجر میں ذہن پگہلتا تہا ترے قرب میں انکہیں جلتی ہیں,tire hijr men zehn pighaltaa thaa tire qurb men aankhen jaltee hain
تجہے کہونا ایک قیامت تہا ترا ملنا اور عذاب ہوا,tujhe khonaa ek qayaamat thaa tiraa milnaa aur azaab huaa
بہرے شہر میں ایک ہی چہرہ تہا جسے اج بہی گلیاں ڈہونڈتی ہیں,bhare shahr men ek hee chehra thaa jise aaj bhee galiyaan dhoondtee hain
کسی صبح اسی کی دہوپ کہلی کسی رات وہی مہتاب ہوا,kisee subh usee kee dhuup khilee kisee raat vahee mahtaab huaa
بڑی عمر کے بعد ان انکہوں میں کویی ابر اترا تری یادوں کا,badee umr ke baad in aankhon men koee abr utraa tiree yaadon kaa
مرے دل کی زمیں اباد ہویی مرے غم کا نگر شاداب ہوا,mire dil kee zameen aabaad huee mire ham kaa nagar shaadaab huaa
کبہی وصل میں محسنؔ دل ٹوٹا کبہی ہجر کی رت نے لاج رکہی,kabhee vasl men mohsin dil tuutaa kabhee hijr kee rut ne laaj rakhee
کسی جسم میں انکہیں کہو بیٹہے کویی چہرہ کہلی کتاب ہوا,kisee jism men aankhen kho baithe koee chehra khulee kitaab huaa
جب سے اس نے شہر کو چہوڑا ہر رستہ سنسان ہوا,jab se us ne shahr ko chhodaa har rasta sunsaan huaa
اپنا کیا ہے سارے شہر کا اک جیسا نقصان ہوا,apnaa kyaa hai saare shahr kaa ik jaisaa nuqsaan huaa
یہ دل یہ اسیب کی نگری مسکن سوچوں وہموں کا,ye dil ye aaseb kee nagree maskan sochoon vahmon kaa
سوچ رہا ہوں اس نگری میں تو کب سے مہمان ہوا,soch rahaa huun is nagree men too kab se mehmaan huaa
صحرا کی منہ زور ہواییں اوروں سے منسوب ہوییں,sahraa kee munhzor havaaen auron se mansoob huiin
مفت میں ہم اوارہ ٹہہرے مفت میں گہر ویران ہوا,muft men ham aavaara thahre muft men ghar veeraan huaa
میرے حال پہ حیرت کیسی درد کے تنہا موسم میں,mere haal pe hairat kaisee dard ke tanhaa mausam men
پتہر بہی رو پڑتے ہیں انسان تو پہر انسان ہوا,patthar bhee ro padte hain insaan to phir insaan huaa
اتنی دیر میں اجڑے دل پر کتنے محشر بیت گیے,itnee der men ujde dil par kitne mahshar biit gae
جتنی دیر میں تجہ کو پا کر کہونے کا امکان ہوا,jitnee der men tujh ko paa kar khone kaa imkaan huaa
کل تک جس کے گرد تہا رقصاں اک انبوہ ستاروں کا,kal tak jis ke gird thaa raqsaan ik amboh sitaaron kaa
اج اسی کو تنہا پا کر میں تو بہت حیران ہوا,aaj usee ko tanhaa paa kar main to bahut hairaan huaa
اس کے زخم چہپا کر رکہیے خود اس شخص کی نظروں سے,us ke zakhm chhupaa kar rakhiye khud us shakhs kee nazron se
اس سے کیسا شکوہ کیجے وہ تو ابہی نادان ہوا,us se kaisaa shikva kiije vo to abhee naadaan huaa
جن اشکوں کی پہیکی لو کو ہم بے کار سمجہتے تہے,jin ashkon kee pheekee lau ko ham bekaar samajhte the
ان اشکوں سے کتنا روشن اک تاریک مکان ہوا,un ashkon se kitnaa raushan ik taareek makaan huaa
یوں بہی کم امیز تہا محسنؔ وہ اس شہر کے لوگوں میں,yuun bhee kamaamez thaa mohsin vo is shahr ke logon men
لیکن میرے سامنے ا کر اور بہی کچہ انجان ہوا,lekin mere saamne aa kar aur bhee kuchh anjaan huaa
جگنو گہر چراغ اجالے تو دے گیا,jugnoo guhar charaa h ujaale to de gayaa
وہ خود کو ڈہونڈنے کے حوالے تو دے گیا,vo khud ko dhoondne ke havaale to de gayaa
اب اس سے بڑہ کے کیا ہو وراثت فقیر کی,ab is se badh ke kyaa ho viraasat faqeer kee
بچوں کو اپنی بہیک کے پیالے تو دے گیا,bachchon ko apnee bhiik ke pyaale to de gayaa
اب میری سوچ سایے کی صورت ہے اس کے گرد,ab meree soch saae kee soorat hai us ke gird
میں بجہ کے اپنے چاند کو ہالے تو دے گیا,main bujh ke apne chaand ko haale to de gayaa
شاید کہ فصل سنگ زنی کچہ قریب ہے,shaayad ki faslesangzanee kuchh qareeb hai
وہ کہیلنے کو برف کے گالے تو دے گیا,vo khelne ko barf ke gaale to de gayaa
اہل طلب پہ اس کے لیے فرض ہے دعا,ahletalab pe us ke liye farz hai duaa
خیرات میں وہ چند نوالے تو دے گیا,khairaat men vo chand nivaale to de gayaa
محسنؔ اسے قبا کی ضرورت نہ تہی مگر,mohsin use qabaa kee zaroorat na thee magar
دنیا کو روز و شب کے دوشالے تو دے گیا,duniyaa ko rozoshab ke doshaale to de gayaa
کٹہن تنہاییوں سے کون کہیلا میں اکیلا,kathin tanhaaiyon se kaun khelaa main akelaa
بہرا اب بہی مرے گاوں کا میلہ میں اکیلا,bharaa ab bhee mire gaanv kaa mela main akelaa
بچہڑ کر تجہ سے میں شب بہر نہ سویا کون رویا,bichhad kar tujh se main shab bhar na soyaa kaun royaa
بجز میرے یہ دکہ بہی کس نے جہیلا میں اکیلا,bajuz mere ye dukh bhee kis ne jhelaa main akelaa
یہ بے اواز بنجر بن کے باسی یہ اداسی,ye beaavaaz banjar ban ke baasee ye udaasee
یہ دہشت کا سفر جنگل یہ بیلہ میں اکیلا,ye dahshat kaa safar jangal ye bela main akelaa
میں دیکہوں کب تلک منظر سہانے سب پرانے,main dekhoon kab talak manzar suhaane sab puraane
وہی دنیا وہی دل کا جہمیلا میں اکیلا,vahee duniyaa vahee dil kaa jhamelaa main akelaa
وہ جس کے خوف سے صحرا سدہارے لوگ سارے,vo jis ke khauf se sahraa sidhaare log saare
گزرنے کو ہے طوفاں کا وہ ریلا میں اکیلا,guzarne ko hai toofaan kaa vo relaa main akelaa
خود اپنے دل میں خراشیں اتارنا ہوں گی,khud apne dil men kharaashen utaarnaa hongee
ابہی تو جاگ کے راتیں گزارنا ہوں گی,abhee to jaag ke raaten guzaarnaa hongee
ترے لیے مجہے ہنس ہنس کے بولنا ہوگا,tire liye mujhe hans hans ke bolnaa hogaa
مرے لیے تجہے زلفیں سنوارنا ہوں گی,mire liye tujhe zulfen sanvaarnaa hongee
تری صدا سے تجہی کو تراشنا ہوگا,tiree sadaa se tujhee ko taraashnaa hogaa
ہوا کی چاپ سے شکلیں ابہارنا ہوں گی,havaa kee chaap se shaklen ubhaarnaa hongee
ابہی تو تیری طبیعت کو جیتنے کے لیے,abhee to teree tabeeat ko jeetne ke liye
دل و نگاہ کی شرطیں بہی ہارنا ہوں گی,dil o nigaah kee sharten bhee haarnaa hongee
ترے وصال کی خواہش کے تیز رنگوں سے,tire visaal kee khvaahish ke tez rangon se
ترے فراق کی صبحیں نکہارنا ہوں گی,tire firaaq kee subhen nikhaarnaa hongee
یہ شاعری یہ کتابیں یہ ایتیں دل کی,ye shaairee ye kitaaben ye aayaten dil kee
نشانیاں یہ سبہی تجہ پہ وارنا ہوں گی,nishaaniyaan ye sabhee tujh pe vaarnaa hongee
خمار موسم خوشبو حد چمن میں کہلا,khumaaremausamekhushboo hadechaman men khulaa
مری غزل کا خزانہ ترے بدن میں کہلا,miree hazal kaa khazaana tire badan men khulaa
تم اس کا حسن کبہی اس کی بزم میں دیکہو,tum us kaa husn kabhee us kee bazm men dekho
کہ ماہتاب سدا شب کے پیرہن میں کہلا,ki maahtaab sadaa shab ke pairahan men khulaa
عجب نشہ تہا مگر اس کی بخشش لب میں,ajab nasha thaa magar us kee bakhshishelab men
کہ یوں تو ہم سے بہی کیا کیا نہ وہ سخن میں کہلا,ki yuun to ham se bhee kyaa kyaa na vo sukhan men khulaa
نہ پوچہ پہلی ملاقات میں مزاج اس کا,na poochh pahlee mulaaqaat men mizaaj us kaa
وہ رنگ رنگ میں سمٹا کرن کرن میں کہلا,vo rang rang men simtaa kiran kiran men khulaa
بدن کی چاپ نگہ کی زباں بہی ہوتی ہے,badan kee chaap nigah kee zabaan bhee hotee hai
یہ بہید ہم پہ مگر اس کی انجمن میں کہلا,ye bhed ham pe magar us kee anjuman men khulaa
کہ جیسے ابر ہوا کی گرہ سے کہل جایے,ki jaise abr havaa kee girah se khul jaae
سفر کی شام مرا مہرباں تہکن میں کہلا,safar kee shaam miraa mehrbaan thakan men khulaa
کہوں میں کس سے نشانی تہی کس مسیحا کی,kahoon main kis se nishaanee thee kis maseehaa kee
وہ ایک زخم کہ محسنؔ مرے کفن میں کہلا,vo ek zakhm ki mohsin mire kafan men khulaa
کس نے سنگ خامشی پہینکا بہرے بازار پر,kis ne sangekhaamoshee phenkaa bharebaazaar par
اک سکوت مرگ طاری ہے در و دیوار پر,ik sukootemarg taaree hai darodeevaar par
تو نے اپنی زلف کے سایے میں افسانے کہے,too ne apnee zulf ke saae men afsaane kahe
مجہ کو زنجیریں ملی ہیں جرات اظہار پر,mujh ko zanjeeren milee hain jurateizhaar par
شاخ عریاں پر کہلا اک پہول اس انداز سے,shaakheuriyaan par khilaa ik phuul is andaaz se
جس طرح تازہ لہو چمکے نیی تلوار پر,jis tarah taaza lahoo chamke naee talvaar par
سنگ دل احباب کے دامن میں رسوایی کے پہول,sangdil ahbaab ke daaman men rusvaaee ke phuul
میں نے دیکہا ہے نیا منظر فراز دار پر,main ne dekhaa hai nayaa manzar faraazedaar par
اب کویی تہمت بہی وجہ کرب رسوایی نہیں,ab koee tohmat bhee vajhekarberusvaaee naheen
زندگی اک عمر سے چپ ہے ترے اصرار پر,zindagee ik umr se chup hai tire israar par
میں سر مقتل حدیث زندگی کہتا رہا,main saremaqtal hadeesezindagee kahtaa rahaa
انگلیاں اٹہتی رہیں محسنؔ مرے کردار پر,ungliyaan uthtee raheen mohsin mire kirdaar par
لبوں پہ حرف رجز ہے زرہ اتار کے بہی,labon pe harferajaz hai zirah utaar ke bhee
میں جشن فتح مناتا ہوں جنگ ہار کے بہی,main jashnefath manaataa huun jang haar ke bhee
اسے لبہا نہ سکا میرے بعد کا موسم,use lubhaa na sakaa mere baad kaa mausam
بہت اداس لگا خال و خد سنوار کے بہی,bahut udaas lagaa khaalokhad sanvaar ke bhee
اب ایک پل کا تغافل بہی سہہ نہیں سکتے,ab ek pal kaa ta haaful bhee sah naheen sakte
ہم اہل دل کبہی عادی تہے انتظار کے بہی,ham ahledil kabhee aadee the intizaar ke bhee
وہ لمحہ بہر کی کہانی کہ عمر بہر میں کہی,vo lamha bhar kee kahaanee ki umr bhar men kahee
ابہی تو خود سے تقاضے تہے اختصار کے بہی,abhee to khud se taqaaze the ikhtisaar ke bhee
زمین اوڑہ لی ہم نے پہنچ کے منزل پر,zameen odh lee ham ne pahunch ke manzil par
کہ ہم پہ قرض تہے کچہ گرد رہ گزار کے بہی,ki ham pe qarz the kuchh garderahguzaar ke bhee
مجہے نہ سن مرے بے شکل اب دکہایی تو دے,mujhe na sun mire beshakl ab dikhaaee to de
میں تہک گیا ہوں فضا میں تجہے پکار کے بہی,main thak gayaa huun fazaa men tujhe pukaar ke bhee
مری دعا کو پلٹنا تہا پہر ادہر محسنؔ,miree duaa ko palatnaa thaa phir udhar mohsin
بہت اجاڑ تہے منظر افق سے پار کے بہی,bahut ujaad the manzar ufuq se paar ke bhee
معرکہ اب کے ہوا بہی تو پہر ایسا ہوگا,maarka ab ke huaa bhee to phir aisaa hogaa
تیرے دریا پہ مری پیاس کا پہرہ ہوگا,tere dariyaa pe miree pyaas kaa pahra hogaa
اس کی انکہیں ترے چہرے پہ بہت بولتی ہیں,us kee aankhen tire chehre pe bahut boltee hain
اس نے پلکوں سے ترا جسم تراشا ہوگا,us ne palkon se tiraa jism taraashaa hogaa
کتنے جگنو اسی خواہش میں مرے ساتہ چلے,kitne jugnoo isee khvaahish men mire saath chale
کویی رستہ ترے گہر کو بہی تو جاتا ہوگا,koee rasta tire ghar ko bhee to jaataa hogaa
میں بہی اپنے کو بہلایے ہویے پہرتا ہوں بہت,main bhee apne ko bhulaae hue phirtaa huun bahut
اینہ اس نے بہی کچہ روز نہ دیکہا ہوگا,aaina us ne bhee kuchh roz na dekhaa hogaa
رات جل تہل مری انکہوں میں اتر ایا تہا,raat jalthal miree aankhon men utar aayaa thaa
صورت ابر کویی ٹوٹ کے برسا ہوگا,soorateabr koee tuut ke barsaa hogaa
یہ مسیحایی اسے بہول گیی ہے محسنؔ,ye maseehaaee use bhuul gaee hai mohsin
یا پہر ایسا ہے مرا زخم ہی گہرا ہوگا,yaa phir aisaa hai miraa zakhm hee gahraa hogaa
میں چپ رہا کہ زہر یہی مجہ کو راس تہا,main chup rahaa ki zahr yahee mujh ko raas thaa
وہ سنگ لفظ پہینک کے کتنا اداس تہا,vo sangelafz phenk ke kitnaa udaas thaa
اکثر مری قبا پہ ہنسی ا گیی جسے,aksar miree qabaa pe hansee aa gaee jise
کل مل گیا تو وہ بہی دریدہ لباس تہا,kal mil gayaa to vo bhee dareedalibaas thaa
